x_in,y_in,w_in,x_out,y_out,w_out
1278.9,-1031.5,329.25,211.71,268.41,-294.25
1279.5,-1029.2,325.52,291.59,303.05,-374.74
1242.6,-1038.9,332.48,187.24,287.31,-294.57
1245.1,-1042.3,328.13,223.63,272.65,-304.06
1244.2,-1038.9,335,144.9,271.04,-253.7
1123.1,-1353.1,374.05,162.55,314.75,-294.94
1024.7,-1253.1,332.52,65.793,216.42,-165.26
1011,-1235.3,322.03,62.864,214.64,-160.84
1027.6,-1264.7,307.05,100.51,224.98,-194.46
1018.2,-1247.3,322.98,59.926,206.78,-158.84
1110.7,-1343.8,385.75,138.23,303.61,-279.22
1006.4,-1258,329.06,156.27,237.02,-224.68
1106.4,-1347.6,381.17,127.87,301.6,-264.48
1000.6,-1231.7,331.93,128.4,214.6,-191.54
1090.2,-1309.9,402.49,166.78,285.56,-260.81
1029.6,-1253.8,322.16,72.305,210.58,-160.97
1120.5,-1340,376.91,201.43,290.06,-273.68
1014.8,-1249.6,333.5,58.842,199.3,-149.89
1139.3,-1337.7,397.52,142.46,292.63,-267.02
1017,-1258,295.71,72.91,198.65,-156.59
1046.2,-1246,339.42,80.943,225.67,-180.01
1046.6,-1253.9,321.1,86.804,228.66,-188.09
1029.4,-1257.2,317.53,105.08,239.93,-201.89
841.39,-1541.8,407.75,82.019,242.24,-190.01
841.16,-1569.4,372.54,108.41,263.92,-224.21
840.83,-1545.6,379.99,96.2,212.35,-173.1
818.75,-1486.8,385.61,110.16,236.85,-199.77
843.15,-1540.9,391.51,99.565,251.38,-206.29
842.97,-1518.4,416.85,55.91,233.07,-161.31
829.2,-1537.6,368.57,72.173,228.34,-171.9
835.15,-1559.7,391.6,69.47,231.75,-179.51
826.12,-1535.5,399.28,60.995,223.64,-174.87
853.12,-1567,374.27,111.4,247.02,-210.59
855.55,-1544.1,381.39,102.98,226.91,-189.22
830.94,-1495.4,393.24,71.37,232.71,-173.54
1394.9,-566.08,375.45,401.92,346.3,-445.48
1332.2,-567.52,374.73,578.95,269.69,-416.96
1366,-568.52,397.71,420.52,311.5,-463.39
1379.4,-572.04,389.66,436.19,319.79,-483.1
1356.4,-566.36,374.56,473.95,316.62,-495.4
1360.6,-568.66,366.39,476.37,310.51,-460.54
1356.1,-569.25,379.66,538.52,313.44,-435.59
1401.8,-572.22,401.66,528.26,305.95,-484.87
1383.6,-574.45,380.96,574.17,306.13,-377.74
1418.1,-581.22,396.8,528.74,323.61,-425.95
1380.8,-562.92,388.08,656.97,304.48,-322.83
1342.8,-575.18,366.13,518.03,314.72,-459.62
1319,-734.33,408.42,326.19,312.41,-416.58
1312.7,-738.43,390.14,347.1,326.38,-426.94
1321.5,-746.89,393.09,389.63,282.72,-416.67
1298.6,-745.58,385.17,326.94,302.66,-395.13
1292.1,-740.08,387.57,311.3,312.32,-403.45
1345.3,-739.7,393.31,352.46,310.78,-425.79
1305.6,-723.44,386.91,313.55,326.54,-386.92
1330.6,-746.45,406.54,284.15,308.07,-357.48
1321.8,-738.64,386.54,410.22,298.94,-429.2
1339.2,-747.66,383.17,334.54,336.59,-416.09
1342.7,-739.47,400.23,428.8,303.05,-487.76
1336.6,-740.03,397.12,348.82,304.18,-415.24
1161.2,-996.03,406.84,184.59,270.9,-269.57
1157.9,-1000.7,389.03,255.71,255.41,-316.73
1208.9,-1017.1,414.29,228.03,282.13,-318.42
1186.5,-1024.8,414.32,168.55,268.98,-261.57
1159.4,-998.08,388.54,187.05,268.13,-287.85
1153.2,-993.39,387.4,190.43,273.47,-286.42
1136.6,-990.45,399.1,163.21,265.24,-267.18
1055.5,-910.03,404.89,156.78,244.2,-276.13
1179.2,-1011,383.54,206.81,257.4,-271.52
1115.2,-975.79,378.13,192.14,263.26,-281.83
1183.8,-1009.3,394.57,247.54,293.2,-334.03
1193.3,-1010,382.96,250.25,276.12,-328.28
993.79,-1242.8,405.32,89.929,210.72,-174.15
1003,-1242.4,419.88,88.268,200.04,-167.48
1008.3,-1235.4,403.04,107.33,224.95,-184.28
977.63,-1222.9,415.01,112.76,214,-197.09
1227.3,-1060.1,387.1,104.76,195.88,-190.25
1003.2,-1245.6,418.09,113.82,214.44,-188.32
979.51,-1243.6,394.53,105.19,208.29,-173.91
957.7,-1207.7,412.4,140.89,220.01,-219.08
974.34,-1221.5,387.14,123.91,227.25,-205
1019.8,-1251.9,425.37,85.339,213.69,-173.38
816.83,-1118,375.83,74.601,195.56,-169.64
970.33,-1217.8,407.59,82.208,222.84,-183.02
987.62,-1231.4,392.56,79.759,220.98,-174.66
1018.2,-1260.9,412.97,85.892,218.64,-180.44
936.72,-1219.2,419.89,104.7,216.1,-185.55
993.47,-1215.4,413.27,95.986,214.4,-181.09
993.39,-1239.6,402.69,63.058,199.12,-152.4
976.65,-1221.9,411.26,70.323,205.92,-161.93
449.84,-712.81,415.44,8.0648,72.159,-88.499
753.59,-1372.8,425.52,40.779,153.94,-111.65
735.27,-1362,410.14,19.503,130.01,-82.534
752.99,-1372.6,401.22,42.836,153.87,-108.44
41.311,-132.02,-134.27,35.985,41.257,-33.428
1249.5,-1018.2,416.73,43.206,162.27,-128.58
675.39,-1093.5,595.97,8.3705,72.555,-142.11
672.83,-1192.3,604.01,15.135,119.6,-137.45
761.03,-1369.3,431.23,28.398,151.05,-106.97
779.41,-1379.9,410.75,17.402,147.3,-91.022
674.73,-1052.9,622.56,20.114,109.77,-150.92
584.97,-1031.2,598.03,52.703,120.93,-206.3
779.78,-1367.2,416.45,87.889,177.72,-153.57
663.45,-313.92,360.39,362.54,157.07,-54.324
673.09,-314.31,356.2,319.58,164.28,-156.68
662.76,-321.89,362.57,343.3,161.55,-107.19
665.04,-313.2,359.49,333.48,163.55,-134.26
657.8,-311.52,355.55,330.81,174.09,-81.599
664.04,-316.71,359.6,363.58,158.21,-64.755
664.21,-312.78,363.25,344.3,172.59,-93.071
678.1,-309.75,358.81,309.34,184.13,-133.96
674.12,-316.06,359.91,383.37,168.26,-25.279
669.12,-313.84,365.68,340.86,164.8,-110.63
671.03,-309.3,356.84,356.74,162.55,-98.441
672.23,-323.72,368.98,381.75,150.5,-61.214
595.05,-430.06,360.18,184.89,176.26,-224.72
603.82,-427.14,362.76,189.31,171.38,-221.98
603.23,-416.79,358.07,190.88,173.82,-165.68
593.78,-424.21,362.06,214.7,170.44,-173.54
588.47,-415.17,361.33,157.63,181.01,-193.79
613.12,-438.22,357.52,229.17,175.16,-132.43
575.3,-420.12,363.79,157.95,171.98,-192.91
600.76,-421.22,362.23,154.2,164.71,-211.79
580.12,-421.52,356.54,155.37,169.83,-193.06
589.86,-424.34,361.35,275.18,149.66,-126.74
614.2,-423.25,366.48,196.01,167.62,-205.85
614.37,-426.09,364.71,235.51,166.82,-164.79
520.3,-515.8,352.52,143.71,152.27,-197.78
527.72,-515.94,360.04,116.26,157.3,-165.53
536.02,-505.73,353.76,155.28,151.34,-192.09
526.7,-509.19,352.74,126.01,156.19,-186.18
528.1,-514.01,349.58,144.7,158.56,-198.13
532.74,-517.96,359.72,141.01,154.31,-190.99
534.32,-512.36,357.37,161.55,151.6,-201.9
526.9,-519.67,352.88,140.44,159.83,-194.93
524.28,-524.61,353.38,140.05,155.09,-189.88
526.79,-511.07,358.2,135.91,164.13,-187.54
522.47,-509.76,354.2,142.21,168.41,-195.7
524.98,-507.34,356.57,132.71,159.34,-179.21
449.27,-585.18,361.68,83.47,142,-134.24
431.28,-584.71,362.04,72.145,140.1,-127.7
436.62,-593.46,361.17,71.594,140.41,-126.75
438.16,-591.17,359.15,50.494,132.52,-104.11
400.93,-558.66,339.5,66.379,127.33,-118.23
465.8,-590.82,361.25,110.29,142.78,-150.24
438.03,-579.83,358.32,99.133,136.39,-143.33
457.66,-592.64,360.25,88.914,146.2,-142.12
432.07,-584.67,352.05,83.987,140.43,-130.96
450.99,-587.17,364.07,75.544,141.93,-127.31
434.68,-576.03,358.79,94.452,142.42,-139.15
452.04,-587.97,367.15,96.616,130.91,-144.47
443.57,-590.83,352.97,90.405,137.61,-134.71
434.42,-580.69,363.55,94.31,137.67,-144.6
446.56,-593.53,363.11,97.409,142.26,-140.86
429.71,-580.2,363.57,89.835,138.86,-139.6
442.38,-576.58,360.37,110.48,139.32,-156.77
436.74,-574.97,361.65,86.939,135.19,-136.91
351.34,-656.31,360.03,28.186,130.31,-82.989
344.64,-654.36,359.6,33.473,114.66,-76.701
350.02,-665.42,363.63,25.456,112.23,-73.911
27.733,-103.94,-72.389,34.919,35.977,-31.827
349.84,-656.62,356.86,31.256,115.87,-76.368
355.57,-661.48,363.12,23.128,118.21,-77.3
355.41,-660.55,364.92,19.919,118.42,-72.512
350.78,-665.06,359.54,10.789,106.34,-60.191
15.251,-104.44,-61.161,16.262,32.316,-17.052
353.85,-657.21,365.72,28.667,109.59,-74.432
352.57,-654.22,361.79,40.701,107.54,-82.351
358.84,-654.67,362.68,28.885,104,-75.755
349.69,-656.85,359.68,29.902,110.52,-77.22
351.44,-651.62,367.38,47.019,117.24,-88.798
